NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	Details ...	15	-0.75187874	-2.0187426	0.0	9.137165E-4	0.018	2517	tags=73%, list=17%, signal=88%	
WP_NUCLEOTIDE_EXCISION_REPAIR	WP_NUCLEOTIDE_EXCISION_REPAIR	Details ...	43	-0.5778585	-2.0045648	0.0	9.994362E-4	0.021	3124	tags=47%, list=21%, signal=59%	
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	Details ...	41	-0.55425894	-1.8956534	0.0	0.0046416353	0.1	2361	tags=32%, list=16%, signal=38%	
WP_NUCLEOTIDE_METABOLISM	WP_NUCLEOTIDE_METABOLISM	Details ...	17	-0.68311787	-1.8868371	0.0	0.005046871	0.115	1735	tags=47%, list=12%, signal=53%	
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	Details ...	34	-0.5587322	-1.87272	0.0	0.006032788	0.14	4208	tags=59%, list=28%, signal=82%	
WP_MRNA_PROCESSING	WP_MRNA_PROCESSING	Details ...	125	-0.42802492	-1.8047563	0.0	0.013735366	0.301	4973	tags=53%, list=34%, signal=79%	
WP_GASTRIC_CANCER_NETWORK_2	WP_GASTRIC_CANCER_NETWORK_2	Details ...	29	-0.557491	-1.7797637	0.001934236	0.017575907	0.387	3209	tags=62%, list=22%, signal=79%	
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	Details ...	62	-0.47487155	-1.7794226	0.0019493178	0.016773608	0.388	3124	tags=42%, list=21%, signal=53%	
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	Details ...	73	-0.44771388	-1.725169	0.0	0.028932765	0.582	2606	tags=38%, list=18%, signal=46%	
WP_DNA_DAMAGE_RESPONSE	WP_DNA_DAMAGE_RESPONSE	Details ...	65	-0.4600259	-1.7213392	0.0	0.02890569	0.597	2606	tags=40%, list=18%, signal=48%	
WP_INTEGRATED_CANCER_PATHWAY	WP_INTEGRATED_CANCER_PATHWAY	Details ...	43	-0.49523914	-1.7029225	0.0019157088	0.033395667	0.676	2751	tags=49%, list=19%, signal=60%	
WP_FLUOROPYRIMIDINE_ACTIVITY	WP_FLUOROPYRIMIDINE_ACTIVITY	Details ...	28	-0.528626	-1.6765251	0.0037664783	0.042604715	0.778	3075	tags=54%, list=21%, signal=67%	
WP_ATM_SIGNALING_PATHWAY	WP_ATM_SIGNALING_PATHWAY	Details ...	38	-0.48230982	-1.6213869	0.009881423	0.06895997	0.927	2517	tags=45%, list=17%, signal=54%	
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	Details ...	45	-0.4649879	-1.6150138	0.007782101	0.070705205	0.938	3679	tags=44%, list=25%, signal=59%	
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS	WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS	Details ...	18	-0.5373231	-1.5271857	0.0503876	0.1409431	0.994	328	tags=22%, list=2%, signal=23%	
WP_PROGERIAASSOCIATED_LIPODYSTROPHY	WP_PROGERIAASSOCIATED_LIPODYSTROPHY	Details ...	19	-0.5365928	-1.5224981	0.03787879	0.14126237	0.995	2939	tags=47%, list=20%, signal=59%	
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	Details ...	15	-0.56459653	-1.5186424	0.03846154	0.1411165	0.996	2817	tags=47%, list=19%, signal=58%	
WP_PREGNANE_X_RECEPTOR_PATHWAY	WP_PREGNANE_X_RECEPTOR_PATHWAY	Details ...	23	-0.49286702	-1.5139513	0.017964073	0.14135961	0.997	3251	tags=43%, list=22%, signal=56%	
WP_MITOCHONDRIAL_GENE_EXPRESSION	WP_MITOCHONDRIAL_GENE_EXPRESSION	Details ...	19	-0.5181829	-1.507283	0.04789272	0.14461945	0.998	3083	tags=37%, list=21%, signal=46%	
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	Details ...	18	-0.53037274	-1.5063632	0.05928854	0.14118688	0.998	5538	tags=67%, list=37%, signal=106%	
WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	Details ...	40	-0.44745064	-1.5063564	0.027722772	0.13703433	0.998	1015	tags=18%, list=7%, signal=19%	
WP_CYTOSOLIC_DNASENSING_PATHWAY	WP_CYTOSOLIC_DNASENSING_PATHWAY	Details ...	54	-0.40996602	-1.4755182	0.017475728	0.16940072	1.0	1914	tags=22%, list=13%, signal=25%	
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	WP_CARDIAC_PROGENITOR_DIFFERENTIATION	Details ...	29	-0.4531469	-1.460761	0.049212597	0.18245767	1.0	2545	tags=31%, list=17%, signal=37%	
WP_HISTONE_MODIFICATIONS	WP_HISTONE_MODIFICATIONS	Details ...	44	-0.4177489	-1.4573992	0.0151802655	0.18166949	1.0	2260	tags=30%, list=15%, signal=35%	
WP_LEPTININSULIN_SIGNALING_OVERLAP	WP_LEPTININSULIN_SIGNALING_OVERLAP	Details ...	16	-0.53570735	-1.4554447	0.071570575	0.17878474	1.0	2633	tags=44%, list=18%, signal=53%	
WP_GLUTATHIONE_METABOLISM	WP_GLUTATHIONE_METABOLISM	Details ...	18	-0.49917525	-1.3972547	0.08029197	0.26011857	1.0	3176	tags=39%, list=21%, signal=49%	
WP_ONECARBON_METABOLISM	WP_ONECARBON_METABOLISM	Details ...	25	-0.45369938	-1.3809787	0.07564576	0.282461	1.0	1717	tags=32%, list=12%, signal=36%	
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	Details ...	59	-0.36557126	-1.3439517	0.07279693	0.34861395	1.0	644	tags=17%, list=4%, signal=18%	
WP_SLEEP_REGULATION	WP_SLEEP_REGULATION	Details ...	25	-0.43985817	-1.3406122	0.11377245	0.347451	1.0	3020	tags=36%, list=20%, signal=45%	
WP_TRANSLATION_FACTORS	WP_TRANSLATION_FACTORS	Details ...	50	-0.3735245	-1.3314549	0.082706764	0.35871536	1.0	3847	tags=44%, list=26%, signal=59%	
WP_GDNFRET_SIGNALING_AXIS	WP_GDNFRET_SIGNALING_AXIS	Details ...	17	-0.47905016	-1.3289889	0.12293578	0.35550442	1.0	1514	tags=24%, list=10%, signal=26%	
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	Details ...	20	-0.44704622	-1.316191	0.13498099	0.37439108	1.0	4526	tags=55%, list=31%, signal=79%	
WP_LUNG_FIBROSIS	WP_LUNG_FIBROSIS	Details ...	45	-0.37240922	-1.3122454	0.079457365	0.37490427	1.0	1758	tags=27%, list=12%, signal=30%	
WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE	WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE	Details ...	28	-0.41559035	-1.3085	0.1436673	0.3755054	1.0	689	tags=14%, list=5%, signal=15%	
WP_TRANSSULFURATION_AND_ONECARBON_METABOLISM	WP_TRANSSULFURATION_AND_ONECARBON_METABOLISM	Details ...	27	-0.4078156	-1.2664902	0.1610487	0.46811226	1.0	1809	tags=33%, list=12%, signal=38%	
WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR	WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR	Details ...	23	-0.41162357	-1.2606195	0.17330678	0.4735113	1.0	5124	tags=52%, list=35%, signal=80%	
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL	WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL	Details ...	16	-0.45916435	-1.2574661	0.17938931	0.4724918	1.0	4140	tags=56%, list=28%, signal=78%	
WP_NANOMATERIAL_INDUCED_APOPTOSIS	WP_NANOMATERIAL_INDUCED_APOPTOSIS		18	-0.44220933	-1.2442238	0.19367589	0.4969754	1.0	3102	tags=44%, list=21%, signal=56%	
WP_OXIDATIVE_STRESS_RESPONSE	WP_OXIDATIVE_STRESS_RESPONSE		29	-0.38840753	-1.2283492	0.1755424	0.52965295	1.0	1458	tags=28%, list=10%, signal=31%	
WP_PROXIMAL_TUBULE_TRANSPORT	WP_PROXIMAL_TUBULE_TRANSPORT		45	-0.35307106	-1.2249554	0.15045871	0.5292436	1.0	1308	tags=22%, list=9%, signal=24%	
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME		99	-0.3031074	-1.2236187	0.1310212	0.52353793	1.0	3967	tags=29%, list=27%, signal=40%	
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		47	-0.34648326	-1.2159791	0.16504854	0.5351964	1.0	4154	tags=34%, list=28%, signal=47%	
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY		27	-0.39034614	-1.2114563	0.19408503	0.53787094	1.0	1199	tags=22%, list=8%, signal=24%	
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING	WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING		32	-0.37364158	-1.2042134	0.20944558	0.5479603	1.0	1854	tags=25%, list=13%, signal=29%	
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY	WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY		83	-0.3043261	-1.1938673	0.1492248	0.56843954	1.0	3447	tags=33%, list=23%, signal=42%	
WP_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS	WP_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS		41	-0.3449413	-1.1743879	0.23046875	0.61694777	1.0	1809	tags=22%, list=12%, signal=25%	
WP_CILIARY_LANDSCAPE	WP_CILIARY_LANDSCAPE		208	-0.25862318	-1.1725122	0.12015504	0.6119123	1.0	3707	tags=29%, list=25%, signal=38%	
WP_TRIACYLGLYCERIDE_SYNTHESIS	WP_TRIACYLGLYCERIDE_SYNTHESIS		21	-0.38852534	-1.1616341	0.26443204	0.6339514	1.0	2307	tags=29%, list=16%, signal=34%	
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME	WP_PRADERWILLI_AND_ANGELMAN_SYNDROME		39	-0.3401216	-1.1594257	0.22605364	0.63102764	1.0	1882	tags=21%, list=13%, signal=23%	
WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47		16	-0.4300161	-1.1514637	0.2734375	0.6455152	1.0	1004	tags=19%, list=7%, signal=20%	
WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS	WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS		17	-0.41643298	-1.1432338	0.25527832	0.6612179	1.0	1716	tags=29%, list=12%, signal=33%	
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II		127	-0.27295455	-1.1397783	0.17681728	0.6615389	1.0	2706	tags=26%, list=18%, signal=32%	
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY		34	-0.33762154	-1.1273725	0.2624521	0.6899536	1.0	2552	tags=26%, list=17%, signal=32%	
WP_NRF2_PATHWAY	WP_NRF2_PATHWAY		117	-0.2659159	-1.1153582	0.22509225	0.71662575	1.0	3359	tags=35%, list=23%, signal=45%	
WP_PURINERGIC_SIGNALING	WP_PURINERGIC_SIGNALING		26	-0.35366076	-1.1144462	0.30975142	0.70888597	1.0	784	tags=15%, list=5%, signal=16%	
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS		17	-0.39535865	-1.1014143	0.3108614	0.7404792	1.0	2544	tags=41%, list=17%, signal=50%	
WP_SPHINGOLIPID_PATHWAY	WP_SPHINGOLIPID_PATHWAY		26	-0.35146624	-1.0992359	0.30754718	0.7370274	1.0	3241	tags=31%, list=22%, signal=39%	
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME		95	-0.27009857	-1.0956315	0.2743539	0.73826295	1.0	3906	tags=34%, list=26%, signal=45%	
WP_OVARIAN_INFERTILITY	WP_OVARIAN_INFERTILITY		22	-0.37042293	-1.0937213	0.32416502	0.73477185	1.0	1677	tags=27%, list=11%, signal=31%	
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3		26	-0.3488575	-1.0934628	0.3306773	0.72556037	1.0	1394	tags=19%, list=9%, signal=21%	
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX		25	-0.35733777	-1.0915555	0.3188406	0.72168815	1.0	689	tags=12%, list=5%, signal=13%	
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS		54	-0.29697287	-1.0754168	0.3007663	0.76399946	1.0	2180	tags=26%, list=15%, signal=30%	
WP_ENDOCHONDRAL_OSSIFICATION	WP_ENDOCHONDRAL_OSSIFICATION		54	-0.29697287	-1.0748792	0.34661356	0.75575995	1.0	2180	tags=26%, list=15%, signal=30%	
WP_PROTEASOME_DEGRADATION	WP_PROTEASOME_DEGRADATION		56	-0.29146	-1.0685064	0.33461538	0.76608855	1.0	4214	tags=50%, list=28%, signal=70%	
WP_GPCRS_OTHER	WP_GPCRS_OTHER		42	-0.30531973	-1.0670999	0.33141762	0.76093936	1.0	3945	tags=43%, list=27%, signal=58%	
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA		19	-0.37641886	-1.0653834	0.37571156	0.7563281	1.0	1277	tags=26%, list=9%, signal=29%	
WP_MALE_INFERTILITY	WP_MALE_INFERTILITY		108	-0.2594967	-1.0646635	0.33079848	0.7491932	1.0	1783	tags=17%, list=12%, signal=19%	
WP_ENERGY_METABOLISM	WP_ENERGY_METABOLISM		45	-0.30320543	-1.0589914	0.3572744	0.75855744	1.0	858	tags=13%, list=6%, signal=14%	
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME	WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME		26	-0.34152532	-1.0580373	0.37904763	0.7523178	1.0	3682	tags=38%, list=25%, signal=51%	
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION		38	-0.30784073	-1.0579551	0.35428572	0.74347883	1.0	4741	tags=45%, list=32%, signal=66%	
WP_NRF2ARE_REGULATION	WP_NRF2ARE_REGULATION		21	-0.35709012	-1.0571147	0.36100388	0.73717046	1.0	865	tags=14%, list=6%, signal=15%	
WP_KALLMANN_SYNDROME	WP_KALLMANN_SYNDROME		16	-0.39133248	-1.05397	0.39813083	0.7381385	1.0	1594	tags=19%, list=11%, signal=21%	
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY	WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY		22	-0.35413188	-1.0486641	0.3791209	0.7456868	1.0	266	tags=14%, list=2%, signal=14%	
WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC		15	-0.3846324	-1.043485	0.37125748	0.75337094	1.0	3555	tags=40%, list=24%, signal=53%	
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE	WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE		25	-0.33946618	-1.0398026	0.3919694	0.7560334	1.0	1630	tags=28%, list=11%, signal=31%	
WP_ZINC_HOMEOSTASIS	WP_ZINC_HOMEOSTASIS		27	-0.3306846	-1.0373427	0.4082474	0.7548179	1.0	1682	tags=26%, list=11%, signal=29%	
WP_ENDODERM_DIFFERENTIATION	WP_ENDODERM_DIFFERENTIATION		121	-0.24833407	-1.0335457	0.37087378	0.75787044	1.0	3656	tags=28%, list=25%, signal=37%	
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4		26	-0.3269431	-1.027983	0.40711462	0.7657714	1.0	1179	tags=15%, list=8%, signal=17%	
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE		15	-0.37518066	-1.018736	0.4360465	0.78498125	1.0	443	tags=13%, list=3%, signal=14%	
WP_SPINAL_CORD_INJURY	WP_SPINAL_CORD_INJURY		94	-0.252904	-1.014964	0.42230347	0.788221	1.0	941	tags=13%, list=6%, signal=14%	
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19	WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19		20	-0.3492505	-1.0139683	0.42635658	0.7828247	1.0	3928	tags=40%, list=26%, signal=54%	
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		36	-0.29839945	-1.0127202	0.4180791	0.7783394	1.0	3911	tags=33%, list=26%, signal=45%	
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS		26	-0.32666588	-1.0079454	0.4573055	0.784407	1.0	4811	tags=46%, list=32%, signal=68%	
WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX		20	-0.34973714	-1.0067028	0.4762846	0.7800066	1.0	3005	tags=35%, list=20%, signal=44%	
WP_FERROPTOSIS	WP_FERROPTOSIS		58	-0.27067453	-1.0054857	0.4092742	0.7757638	1.0	1692	tags=21%, list=11%, signal=23%	
WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER	WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER		16	-0.3695713	-0.9938425	0.47	0.80302227	1.0	460	tags=19%, list=3%, signal=19%	
WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS	WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS		18	-0.35317084	-0.9910696	0.47689465	0.8030173	1.0	2113	tags=39%, list=14%, signal=45%	
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY	WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY		24	-0.32122332	-0.98373896	0.4868421	0.817379	1.0	3241	tags=33%, list=22%, signal=43%	
WP_TRYPTOPHAN_METABOLISM	WP_TRYPTOPHAN_METABOLISM		33	-0.28958085	-0.9798688	0.48197344	0.82077044	1.0	3645	tags=45%, list=25%, signal=60%	
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY		61	-0.25946036	-0.97778475	0.5058594	0.81870556	1.0	278	tags=8%, list=2%, signal=8%	
WP_COMPLEMENT_SYSTEM	WP_COMPLEMENT_SYSTEM		68	-0.25995803	-0.9772104	0.49414062	0.8125562	1.0	2164	tags=22%, list=15%, signal=26%	
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS	WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS		15	-0.36100557	-0.96694064	0.52156866	0.83477956	1.0	3476	tags=47%, list=23%, signal=61%	
WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX	WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX		26	-0.31252074	-0.9658261	0.530303	0.83033067	1.0	3843	tags=38%, list=26%, signal=52%	
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY	WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY		26	-0.31373626	-0.96563244	0.50695825	0.823125	1.0	2186	tags=19%, list=15%, signal=23%	
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM		51	-0.26676956	-0.9605268	0.55263156	0.8299969	1.0	1674	tags=18%, list=11%, signal=20%	
WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY	WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY		19	-0.3318894	-0.951199	0.5264271	0.8484378	1.0	270	tags=16%, list=2%, signal=16%	
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY		61	-0.25867116	-0.9497206	0.5377176	0.8448878	1.0	649	tags=8%, list=4%, signal=9%	
WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2		16	-0.3464122	-0.9452314	0.5092593	0.8500846	1.0	5197	tags=63%, list=35%, signal=96%	
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION	WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION		15	-0.3420764	-0.94083273	0.53267324	0.85507447	1.0	1593	tags=20%, list=11%, signal=22%	
WP_SPHINGOLIPID_METABOLISM_OVERVIEW	WP_SPHINGOLIPID_METABOLISM_OVERVIEW		21	-0.31105775	-0.9382073	0.57279694	0.855014	1.0	3241	tags=33%, list=22%, signal=43%	
WP_MITOCHONDRIAL_COMPLEX_III_ASSEMBLY	WP_MITOCHONDRIAL_COMPLEX_III_ASSEMBLY		16	-0.3388978	-0.9371723	0.5633803	0.8503392	1.0	5580	tags=38%, list=38%, signal=60%	
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY		26	-0.3044947	-0.9368783	0.530303	0.8438189	1.0	2528	tags=23%, list=17%, signal=28%	
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS		27	-0.3020807	-0.9358926	0.5529865	0.83932066	1.0	3718	tags=37%, list=25%, signal=49%	
