NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	Details ...	27	-0.41365838	-1.3185124	0.10978044	0.24713789	0.998	1526	tags=33%, list=10%, signal=37%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	Details ...	29	-0.4050549	-1.2987683	0.14115308	0.26954612	0.999	1809	tags=31%, list=12%, signal=35%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	Details ...	62	-0.33549625	-1.259608	0.11487759	0.33125314	1.0	2408	tags=32%, list=16%, signal=38%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM	Details ...	15	-0.45974132	-1.2473904	0.19881889	0.3431596	1.0	2236	tags=27%, list=15%, signal=31%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	Details ...	47	-0.34648326	-1.2249534	0.16974169	0.37723136	1.0	4154	tags=34%, list=28%, signal=47%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM	Details ...	19	-0.41674867	-1.1839708	0.23062731	0.4561478	1.0	1653	tags=21%, list=11%, signal=24%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM	Details ...	17	-0.42534932	-1.18386	0.24672897	0.4420759	1.0	2890	tags=41%, list=19%, signal=51%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM	Details ...	24	-0.38369378	-1.174579	0.23754789	0.45061037	1.0	2890	tags=42%, list=19%, signal=52%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	Details ...	16	-0.42939427	-1.1661079	0.268431	0.45764488	1.0	559	tags=13%, list=4%, signal=13%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS	Details ...	30	-0.36593696	-1.1658044	0.23564357	0.44553006	1.0	3792	tags=40%, list=26%, signal=54%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	Details ...	30	-0.34982413	-1.1167576	0.29296875	0.5542696	1.0	3100	tags=33%, list=21%, signal=42%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	Details ...	68	-0.29172114	-1.1167573	0.2413793	0.53928936	1.0	2890	tags=28%, list=19%, signal=35%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	Details ...	31	-0.34305188	-1.1130477	0.30753967	0.5354641	1.0	368	tags=13%, list=2%, signal=13%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM	Details ...	18	-0.37373117	-1.0755823	0.3493014	0.6212267	1.0	1526	tags=39%, list=10%, signal=43%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS	Details ...	39	-0.30934793	-1.0667123	0.33657587	0.6302174	1.0	634	tags=10%, list=4%, signal=11%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	Details ...	37	-0.31423086	-1.0645362	0.33140656	0.6207542	1.0	3813	tags=46%, list=26%, signal=62%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	Details ...	21	-0.35855415	-1.0371327	0.39204547	0.68356055	1.0	2333	tags=29%, list=16%, signal=34%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM	Details ...	16	-0.37753898	-1.0259496	0.4244186	0.699604	1.0	1351	tags=31%, list=9%, signal=34%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Details ...	55	-0.2824371	-1.0165291	0.4310019	0.71115255	1.0	2899	tags=27%, list=20%, signal=34%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	Details ...	83	-0.25500873	-1.0113533	0.4266145	0.710532	1.0	2162	tags=23%, list=15%, signal=27%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION	Details ...	42	-0.28654572	-0.99841434	0.46212122	0.731577	1.0	2318	tags=24%, list=16%, signal=28%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	Details ...	55	-0.27092585	-0.9840814	0.4573055	0.75634575	1.0	763	tags=9%, list=5%, signal=10%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE	Details ...	28	-0.31215692	-0.97078747	0.5048733	0.7794007	1.0	5538	tags=46%, list=37%, signal=74%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	Details ...	76	-0.24811128	-0.97007656	0.49510762	0.76520395	1.0	1408	tags=11%, list=9%, signal=12%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	Details ...	61	-0.2594603	-0.96599376	0.5317164	0.7623762	1.0	278	tags=8%, list=2%, signal=8%	
KEGG_MELANOMA	KEGG_MELANOMA		62	-0.2590996	-0.9631876	0.52662724	0.75450337	1.0	2235	tags=21%, list=15%, signal=25%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY		107	-0.22673137	-0.9388433	0.6040892	0.8069792	1.0	2747	tags=21%, list=19%, signal=25%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		43	-0.2648829	-0.9197139	0.58964145	0.8447941	1.0	5359	tags=49%, list=36%, signal=76%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		37	-0.2663742	-0.91383064	0.602	0.84576774	1.0	4067	tags=35%, list=27%, signal=48%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		38	-0.26746494	-0.9118062	0.609489	0.83565587	1.0	2323	tags=21%, list=16%, signal=25%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		69	-0.23747139	-0.90547454	0.6406534	0.8369652	1.0	1126	tags=12%, list=8%, signal=12%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		42	-0.25913247	-0.89652354	0.62890625	0.84561455	1.0	3899	tags=36%, list=26%, signal=48%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		77	-0.22836216	-0.89204735	0.71701723	0.8423385	1.0	4271	tags=39%, list=29%, signal=54%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		76	-0.22954111	-0.8827108	0.6866538	0.85159796	1.0	3510	tags=29%, list=24%, signal=38%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		29	-0.27507842	-0.8733616	0.68311197	0.8605333	1.0	1302	tags=17%, list=9%, signal=19%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		60	-0.23550063	-0.86888325	0.7061144	0.8567922	1.0	2751	tags=23%, list=19%, signal=29%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		28	-0.26188892	-0.8088766	0.7906977	0.96911573	1.0	1546	tags=18%, list=10%, signal=20%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		48	-0.22966737	-0.8050081	0.8169014	0.9608473	1.0	4418	tags=40%, list=30%, signal=56%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		115	-0.1920069	-0.8026793	0.89668614	0.949864	1.0	5322	tags=40%, list=36%, signal=62%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		131	-0.18592119	-0.7945197	0.9339623	0.9497914	1.0	3862	tags=27%, list=26%, signal=37%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		48	-0.21902886	-0.78052306	0.8333333	0.95754814	1.0	1004	tags=8%, list=7%, signal=9%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		44	-0.21728137	-0.7682292	0.8467433	0.9612032	1.0	4160	tags=32%, list=28%, signal=44%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		70	-0.17945988	-0.68823117	0.9634888	1.0	1.0	3399	tags=21%, list=23%, signal=28%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		20	-0.23184732	-0.6856854	0.91698843	1.0	1.0	4278	tags=45%, list=29%, signal=63%	
KEGG_GLIOMA	KEGG_GLIOMA		61	-0.18135466	-0.6787865	0.95991564	1.0	1.0	3809	tags=28%, list=26%, signal=37%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		72	-0.16998899	-0.6593832	0.98651254	1.0	1.0	3872	tags=28%, list=26%, signal=37%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		25	-0.21709673	-0.65829086	0.93233085	0.99066937	1.0	4513	tags=36%, list=30%, signal=52%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		74	-0.16611362	-0.64076877	0.9887218	0.9851729	1.0	2880	tags=15%, list=19%, signal=18%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		39	-0.17980048	-0.61132	0.9734345	0.9817015	1.0	3705	tags=26%, list=25%, signal=34%	
