ENSEMBL	ENTREZID	SYMBOL	GENENAME	E504	E506	E508	E511	E515	E538
ENSMUSG00000000276	56077	Dgke	diacylglycerol kinase, epsilon	523.074257075341	501.094037737782	335.039736695648	547.84980741641	465.615135067873	561.497457051713
ENSMUSG00000000278	74617	Scpep1	serine carboxypeptidase 1	288.516748113136	275.552690028017	337.831734501445	287.065212742178	227.238008502024	299.389992190551
ENSMUSG00000000282	17428	Mnt	max binding protein	403.042480188579	322.62218868049	536.063578713036	319.410588825804	374.274366944511	467.726251950522
ENSMUSG00000000290	16414	Itgb2	integrin beta 2	69.3761646226242	36.2827385446144	56.5379555673905	60.6475801567982	28.9617069659443	49.7100364391859
ENSMUSG00000000295	69692	Hddc2	HD domain containing 2	139.853538207512	108.848215633843	79.5719374652163	224.396046580153	231.693655727554	248.550182195929
ENSMUSG00000000296	21987	Tpd52l1	tumor protein D52-like 1	995.492901886545	1027.68405391232	1026.75719308187	977.436833527064	1115.02571818885	1089.10170744035
ENSMUSG00000000301	18618	Pemt	phosphatidylethanolamine N-methyltransferase	22.0241792452775	24.5153638814962	18.8459851891302	24.2590320627193	24.5060597404144	30.5038859967732
ENSMUSG00000000303	12550	Cdh1	cadherin 1	1.10120896226388	3.92245822103939	6.97999451449266	3.03237900783991	5.56955903191236	7.9084148880523
ENSMUSG00000000305	12561	Cdh4	cadherin 4	20.9229702830137	8.82553099733863	9.07399286884046	2.02158600522661	8.91129445105978	6.77864133261626
ENSMUSG00000000308	12716	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	1.10120896226388	3.92245822103939	2.0939983543478	4.04317201045321	3.34173541914742	1.12977355543604
ENSMUSG00000000317	12029	Bcl6b	B cell CLL/lymphoma 6, member B	423.965450471593	297.126210243734	316.891750957967	205.1909795305	277.364039789236	319.7259161884
ENSMUSG00000000318	17312	Clec10a	C-type lectin domain family 10, member A	37.4411047169718	23.5347493262363	71.8939434992744	24.2590320627193	28.9617069659443	24.8550182195929
ENSMUSG00000000320	11684	Alox12	arachidonate 12-lipoxygenase	312.743345282941	340.273250675167	379.711701588401	622.648489609795	509.05769551679	556.978362829969
ENSMUSG00000000326	12846	Comt	catechol-O-methyltransferase	1151.86457452802	1345.40316981651	1444.16086504853	1100.75357984589	1199.68301547392	1246.14023164596
ENSMUSG00000000339	66368	Rtca	RNA 3'-terminal phosphate cyclase	694.862855188506	707.02309434235	620.521512338397	756.07316595475	719.587026923077	836.032431022672
ENSMUSG00000000340	13171	Dbt	dihydrolipoamide branched chain transacylase E2	1138.65006698085	1076.71478167531	859.935324185495	1425.21813368476	1297.70725443558	1326.35415408191
ENSMUSG00000000346	23994	Dazap2	DAZ associated protein 2	4664.72116414978	5290.41552562688	4333.18059459704	4496.00727562397	4845.51635776375	4541.68969285289
ENSMUSG00000000355	68995	Mcts1	malignant T cell amplified sequence 1	719.089452358312	668.779126687216	496.975609431877	807.623609088029	829.864295754942	737.742131699736
ENSMUSG00000000359	19700	Rem1	rad and gem related GTP binding protein 1	44.0483584905551	52.9531859840318	56.5379555673905	44.4748921149853	69.0625319957133	50.8398099946219
ENSMUSG00000000374	216131	Trappc10	trafficking protein particle complex 10	2381.91498537677	2422.11795149182	2363.42614260721	2472.39968439214	2231.16534818409	2356.70763663959
ENSMUSG00000000378	216527	Ccm2	cerebral cavernous malformation 2	577.033496226271	601.116722374286	624.709509047093	662.069416711713	570.322844867826	599.909757936539
ENSMUSG00000000384	21379	Tbrg4	transforming growth factor beta regulated gene 4	1386.42208349022	1756.28066847039	1799.44258583621	1871.98864083984	1805.65103814599	1899.14934668799
ENSMUSG00000000386	17857	Mx1	MX dynamin-like GTPase 1	4.40483584905551	1.96122911051969	4.18799670869559	4.04317201045321	0	1.12977355543604
ENSMUSG00000000392	14089	Fap	fibroblast activation protein	210.3309117924	188.277994609891	173.801863410867	151.618950391995	194.934566116933	143.481241540377
ENSMUSG00000000399	66108	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	9276.5842981109	10120.9228248369	10247.3299467267	15310.4816105837	12932.5160721005	13682.6875298859
ENSMUSG00000000402	54156	Egfl6	EGF-like-domain, multiple 6	4.40483584905551	8.82553099733863	6.28199506304339	5.05396501306651	4.45564722552989	3.38932066630813
ENSMUSG00000000409	16818	Lck	lymphocyte protein tyrosine kinase	0	3.92245822103939	2.79199780579706	4.04317201045321	1.11391180638247	3.38932066630813
ENSMUSG00000000416	30785	Cttnbp2	cortactin binding protein 2	19.8217613207498	22.5541347709765	28.6179775094199	27.2914110705592	28.9617069659443	18.0763768869767
ENSMUSG00000000420	14423	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1	2383.01619433903	2395.64135849981	1845.51054963186	2737.22745107682	2499.61809352227	2612.03646016813
ENSMUSG00000000435	17877	Myf5	myogenic factor 5	80.388254245263	76.4879353102681	71.8939434992744	71.7663031855445	89.1129445105978	101.679619989244
ENSMUSG00000000439	67027	Mkrn2	makorin, ring finger protein, 2	1657.31948820713	1632.72323450765	1453.23485791737	1799.21154465168	1866.91618749702	1818.93542425203
ENSMUSG00000000440	19016	Pparg	peroxisome proliferator activated receptor gamma	113.424523113179	121.596204852221	105.397917168839	135.446262350183	179.339800827578	132.183505986017
ENSMUSG00000000441	110157	Raf1	v-raf-leukemia viral oncogene 1	3543.69044056516	3756.73436120048	3305.02740261227	3928.95240115791	3939.9060591748	4217.44468244275
ENSMUSG00000000486	54204	Septin1	septin 1	60.5664929245132	24.5153638814962	23.0339818978258	32.3453760836257	42.3286486425339	23.7252446641569
ENSMUSG00000000486	100043580	Gm4532	predicted gene 4532	60.5664929245132	24.5153638814962	23.0339818978258	32.3453760836257	42.3286486425339	23.7252446641569
ENSMUSG00000000489	18591	Pdgfb	platelet derived growth factor, B polypeptide	806.084960377158	836.46421563665	951.373252325349	761.127130967817	709.561820665635	743.390999476916
ENSMUSG00000000530	11482	Acvrl1	activin A receptor, type II-like 1	362.297748584815	391.265207548679	503.95560394637	424.533061097587	447.792546165754	457.558289951597
ENSMUSG00000000531	56149	Tamalin	trafficking regulator and scaffold protein tamalin	134.347493396193	145.130954178457	195.439846405794	140.500227363249	114.732916057395	197.710372201308
ENSMUSG00000000532	11479	Acvr1b	activin A receptor, type 1B	834.716393396019	764.879353102681	720.335433895642	1087.61327081191	871.079032591093	856.368355020521
ENSMUSG00000000538	216810	Tom1l2	target of myb1-like 2 (chicken)	3747.41409858397	3960.70218869452	4153.09673612313	3831.91627290703	3665.88375480472	3633.35175428231
ENSMUSG00000000552	29813	Zfp385a	zinc finger protein 385A	1062.66664858464	734.480301889626	1245.23102138549	790.440128043603	888.901621493213	945.620465899968
ENSMUSG00000000555	16402	Itga5	integrin alpha 5 (fibronectin receptor alpha)	1105.61379811293	991.401315367706	903.909289626799	612.540559583661	541.361137901882	662.047303485521
ENSMUSG00000000561	70465	Wdr77	WD repeat domain 77	1171.68633584876	1116.91997844097	1089.5771437123	1191.72495008108	1023.68495006549	996.46027589459
ENSMUSG00000000563	11950	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	18461.7682523539	20937.101369353	18000.0098539737	27528.9474261733	26558.9991995773	25226.7137193314
ENSMUSG00000000567	20682	Sox9	SRY (sex determining region Y)-box 9	291.820374999927	364.788614556663	628.199506304339	170.824017441648	181.567624440343	111.847581988168
ENSMUSG00000000568	11991	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	1886.37095235802	1781.77664690714	1842.02055237461	2032.70472825535	1822.35971524172	1785.04221758895
ENSMUSG00000000579	100040563	Dynlt1c	dynein light chain Tctex-type 1C	64.9713287735687	56.8756442050712	80.2699369166656	72.7770961881578	85.7712090914504	68.9161868815986
ENSMUSG00000000581	57316	C1d	C1D nuclear receptor co-repressor	1424.96439716946	1517.99133154224	1200.55905649274	1583.91263509505	1519.37570390569	1377.19396407654
ENSMUSG00000000594	14667	Gm2a	GM2 ganglioside activator protein	305.034882547094	218.677045822946	220.567826657968	186.996705483461	261.769274499881	222.5653904209
ENSMUSG00000000600	79264	Krit1	KRIT1, ankyrin repeat containing	884.270796697893	850.192819410288	718.241435541295	834.915020158588	854.370355495356	872.185184796625
ENSMUSG00000000605	12727	Clcn4	chloride channel, voltage-sensitive 4	2073.57647594288	2348.57185984733	2045.8363921978	2332.9102500315	2118.66025573946	2345.40990108523
ENSMUSG00000000627	20355	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	9.91088066037489	9.80614555259847	20.2419840920287	11.1187230287463	14.4808534829721	3.38932066630813
ENSMUSG00000000628	15277	Hk2	hexokinase 2	15550.1717561282	15876.1496496569	15735.6996334722	17731.3308518426	16162.8603106097	17900.1322123287
ENSMUSG00000000631	360013	Myo18a	myosin XVIIIA	17443.1499622598	18082.5323989916	19610.9925879186	14149.080450581	10640.0855745654	12772.0900442045
ENSMUSG00000000632	20370	Sez6	seizure related gene 6	9.91088066037489	18.6316765499371	11.8659906746375	10.107930026133	13.3669416765897	13.5572826652325
ENSMUSG00000000682	23833	Cd52	CD52 antigen	14.3157165094304	6.86430188681893	7.67799396594192	12.1295160313596	22.2782361276494	4.51909422174417
ENSMUSG00000000686	67477	Abhd15	abhydrolase domain containing 15	23.1253882075414	27.4572075472757	30.7119758637677	21.2266530548794	37.8730014170041	40.6718479956975
ENSMUSG00000000690	15414	Hoxb6	homeobox B6	58.3640749999855	31.3796657683151	49.5579610528979	47.5072711228252	47.8982076744463	56.4886777718022
ENSMUSG00000000693	16950	Loxl3	lysyl oxidase-like 3	142.05595613204	143.169725067938	161.23787328478	84.9066122195174	87.9990327042153	126.534638208837
ENSMUSG00000000708	18519	Kat2b	K(lysine) acetyltransferase 2B	3591.0424259425	3781.24972508197	3084.45957595431	3413.44796982512	3512.16392552394	3178.05301144159
ENSMUSG00000000711	19344	Rab5b	RAB5B, member RAS oncogene family	3616.37023207457	3617.48709435358	3315.49739438401	3594.3799172929	3513.27783733032	3462.75594741147
ENSMUSG00000000732	50723	Icosl	icos ligand	46.2507764150828	58.8368733155909	64.2159495333324	82.8850262142908	84.6572972850679	106.198714210988
ENSMUSG00000000738	234847	Spg7	SPG7, paraplegin matrix AAA peptidase subunit	2929.21583962191	3017.35098653455	3465.5672764456	3424.56669285387	3346.19106637295	3683.0617907215
ENSMUSG00000000739	57429	Sult5a1	sulfotransferase family 5A, member 1	24.2265971698053	31.3796657683151	57.2359550188398	46.4964781202119	43.4425604489164	33.8932066630813
ENSMUSG00000000740	270106	Rpl13	ribosomal protein L13	6734.99401320587	7760.58359032643	8570.73526434553	6642.93161317463	7661.48540429865	7976.20130137846
ENSMUSG00000000743	234852	Chmp1a	charged multivesicular body protein 1A	1826.90566839577	2188.73168733998	2425.5480937862	2223.74460574927	2023.97775219695	2189.50115043505
ENSMUSG00000000751	68275	Rpa1	replication protein A1	2595.54952405596	2417.21487871552	2580.50397200794	2170.17257661076	2285.74702669683	2186.11182976874
ENSMUSG00000000753	20317	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	1264.18788867893	1295.39182749826	1583.76075533838	697.447171803179	949.052859037866	847.330166577032
ENSMUSG00000000759	259279	Tubgcp3	tubulin, gamma complex associated protein 3	546.199645282883	539.338005392916	482.317620951443	573.119632481743	531.335931644439	499.359911502731
ENSMUSG00000000776	67065	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	549.503272169674	591.310576821688	689.623458031875	684.306862769206	634.929729638009	633.80296459962
ENSMUSG00000000782	21414	Tcf7	transcription factor 7, T cell specific	35.2386867924441	21.5735202157166	20.2419840920287	15.1618950391995	18.936500708502	30.5038859967732
ENSMUSG00000000787	13205	Ddx3x	DEAD box helicase 3, X-linked	4433.46728207437	4754.999978455	3932.52890946516	5540.15644732351	4909.00933072756	4668.22433106173
ENSMUSG00000000792	114479	Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5	5.50604481131938	7.84491644207878	11.8659906746375	6.06475801567982	13.3669416765897	3.38932066630813
ENSMUSG00000000794	140493	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	734.506377830006	739.383374665925	619.125513435499	358.831515927722	613.765405316742	455.298742840725
ENSMUSG00000000804	237898	Usp32	ubiquitin specific peptidase 32	738.911213679061	643.28314825046	529.083584198543	697.447171803179	622.676699767802	578.444060383254
ENSMUSG00000000805	12351	Car4	carbonic anhydrase 4	135.448702358457	140.227881402158	122.149904003622	208.22335853834	180.453712633961	201.099692867616
ENSMUSG00000000811	232223	Txnrd3	thioredoxin reductase 3	267.593777830122	275.552690028017	284.7837761913	262.806180679459	259.541450887116	283.573162414447
ENSMUSG00000000823	269401	Zfp512b	zinc finger protein 512B	872.15749811299	872.746954181264	922.05727536448	767.191888983497	682.827937312456	752.429187920405
ENSMUSG00000000826	13002	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5	2330.15816415036	2191.67353100576	2229.41024792895	2360.20166110206	2224.4818773458	2400.76880530159
ENSMUSG00000000827	66314	Tpd52l2	tumor protein D52-like 2	1190.40688820725	1242.43864151423	1264.77500602607	1280.67473431105	1282.11248914623	1258.56774075575
ENSMUSG00000000838	14265	Fmr1	FMRP translational regulator 1	342.475987264066	346.156938006726	254.769799778982	318.39979582319	337.515277333889	334.412972409069
ENSMUSG00000000876	59038	Pxmp4	peroxisomal membrane protein 4	743.316049528117	773.70488410002	771.289393851439	728.781754884191	718.473115116695	807.788092136771
ENSMUSG00000000881	53310	Dlg3	discs large MAGUK scaffold protein 3	117.829358962235	87.2746954181264	94.9279253971002	85.9174052221307	102.479886187187	91.5116579903195
ENSMUSG00000000884	13972	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	93.6027617924295	81.3910080865673	85.1559330768104	81.8742332116775	80.201650059538	47.4504893283138
ENSMUSG00000000901	17385	Mmp11	matrix metallopeptidase 11	210.3309117924	199.064754717749	298.045765768836	294.140763760471	1181.8604265718	224.824937531773
ENSMUSG00000000902	20587	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	480.12710754705	389.303978438159	502.559605043471	386.122926998282	390.983044040248	425.924630399388
ENSMUSG00000000903	22364	Vpreb3	pre-B lymphocyte gene 3	1.10120896226388	0.980614555259847	9.07399286884046	6.06475801567982	0	7.9084148880523
ENSMUSG00000000915	29816	Hip1r	huntingtin interacting protein 1 related	287.415539150872	265.746544475419	354.583721336227	300.205521776151	379.843925976423	255.328823528546
ENSMUSG00000000916	100609	Nsun5	NOL1/NOP2/Sun domain family, member 5	258.784106132011	279.475148249057	338.529733952894	293.129970757858	261.769274499881	315.206821966656
ENSMUSG00000000934	72960	Top1mt	DNA topoisomerase 1, mitochondrial	379.917091981037	329.486490567309	389.48369390869	340.637241880683	390.983044040248	404.458932846103
ENSMUSG00000000938	15395	Hoxa10	homeobox A10	531.883928773452	476.578673856286	420.195669772458	386.122926998282	446.678634359371	406.718479956976
ENSMUSG00000000942	15401	Hoxa4	homeobox A4	104.614851415068	114.731902965402	143.787886998549	76.820268198611	57.9234139318886	99.4200728783718
ENSMUSG00000000957	17387	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	295.124001886719	199.064754717749	291.763770705793	160.716087415515	199.390213342463	134.443053096889
ENSMUSG00000000958	20540	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	33.0362688679163	22.5541347709765	42.5779665384052	19.2050670496528	24.5060597404144	39.5420744402615
ENSMUSG00000000959	69089	Oxa1l	oxidase assembly 1-like	1615.47354764111	1856.30335310689	2003.95642511084	1823.4705767144	1917.04221878424	1912.70662935322
ENSMUSG00000000976	217026	Heatr6	HEAT repeat containing 6	376.613465094246	424.606102427514	425.081665932603	355.799136919883	390.983044040248	420.275762622208
ENSMUSG00000000982	20302	Ccl3	chemokine (C-C motif) ligand 3	1.10120896226388	0	0	0	10.0252062574423	1.12977355543604
ENSMUSG00000001014	78369	Icam4	intercellular adhesion molecule 4, Landsteiner-Wiener blood group	2.20241792452775	5.88368733155909	4.18799670869559	7.07555101829312	5.56955903191236	9.03818844348834
ENSMUSG00000001016	67781	Ilf2	interleukin enhancer binding factor 2	853.436945754504	854.115277631327	829.921347773177	880.400705276187	897.812915944273	798.749903693282
ENSMUSG00000001017	66511	Chtop	chromatin target of PRMT1	3537.08318679157	3621.40955257462	3731.50506744778	3691.41604554378	3390.74753862825	3292.16014054063
ENSMUSG00000001018	20615	Snapin	SNAP-associated protein	2192.50704386738	2491.74158491527	2169.38229510432	2326.84549201582	2537.49109493927	2390.60084330267
ENSMUSG00000001020	20198	S100a4	S100 calcium binding protein A4	194.913986320706	191.21983827567	173.103863959418	132.413883342343	140.352887604192	158.168297761046
ENSMUSG00000001021	20197	S100a3	S100 calcium binding protein A3	0	1.96122911051969	2.79199780579706	4.04317201045321	0	1.12977355543604
ENSMUSG00000001025	20200	S100a6	S100 calcium binding protein A6 (calcyclin)	744.417258490381	761.937509436901	919.265277558683	693.403999792726	796.446941563468	743.390999476916
ENSMUSG00000001027	110880	Scn4a	sodium channel, voltage-gated, type IV, alpha	8313.02645613	8148.90695420933	8855.51904053684	10071.5414780389	9306.73314232556	10414.2526340094
ENSMUSG00000001029	15896	Icam2	intercellular adhesion molecule 2	173.991016037693	173.568776280993	178.687859571012	188.007498486074	238.377126565849	189.801957313255
ENSMUSG00000001034	23939	Mapk7	mitogen-activated protein kinase 7	129.942657547137	104.925757412804	159.143874930433	102.090093263944	145.922446636104	99.4200728783718
ENSMUSG00000001036	13855	Epn2	epsin 2	952.545752358253	849.212204855028	900.419292369553	924.875597391172	969.103271552751	1069.89555699793
ENSMUSG00000001039	27078	B9d1	B9 protein domain 1	72.6797915094159	59.8174878708507	76.08194020797	53.572029138505	55.6955903191236	59.8779984381103
ENSMUSG00000001052	99683	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	918.408274528073	840.386673857689	695.905453094918	715.641445850218	740.751351244344	750.169640809533
ENSMUSG00000001053	212706	N4bp3	NEDD4 binding protein 3	131.043866509401	132.382964960079	147.277884255795	126.349125326663	152.605917474399	152.519429983866
ENSMUSG00000001054	66089	Rmnd5b	required for meiotic nuclear division 5 homolog B	352.386867924441	428.528560648553	449.511646733327	369.950238956469	382.071749589188	406.718479956976
ENSMUSG00000001056	52530	Nhp2	NHP2 ribonucleoprotein	377.71467405651	425.586716982774	489.297615465935	526.623154361531	402.122162104073	402.199385735231
ENSMUSG00000001062	72325	Vps9d1	VPS9 domain containing 1	520.871839150814	683.488345016114	593.299533731876	521.569189348464	577.006315706121	541.161533053865
ENSMUSG00000001065	57247	Zfp276	zinc finger protein (C2H2 type) 276	305.034882547094	374.594760109262	409.725678000719	276.957282716045	280.705775208383	312.947274855784
ENSMUSG00000001082	68294	Mfsd10	major facilitator superfamily domain containing 10	114.525732075443	74.5267061997484	97.7199232028972	64.6907521672514	65.7207965765659	70.0459604370347
ENSMUSG00000001089	269593	Luzp1	leucine zipper protein 1	705.874944811145	671.720970352996	623.313510144194	725.749375876351	715.131379697547	597.650210825667
ENSMUSG00000001098	330171	Kctd10	potassium channel tetramerisation domain containing 10	640.903616037576	703.100636121311	784.551383428975	733.835719897258	708.447908859252	740.001678810608
ENSMUSG00000001100	67811	Poldip2	polymerase (DNA-directed), delta interacting protein 2	3204.51808018788	3415.48049597005	3335.73937847604	3463.98761995579	3534.44216165159	3681.93201716606
ENSMUSG00000001103	18292	Sebox	SEBOX homeobox	0	2.94184366577954	4.18799670869559	0	2.22782361276494	0
ENSMUSG00000001105	55978	Ift20	intraflagellar transport 20	377.71467405651	383.4202911066	377.617703234053	358.831515927722	329.717894689212	319.7259161884
ENSMUSG00000001119	12833	Col6a1	collagen, type VI, alpha 1	1617.67596556563	1414.0461886847	2093.30035489635	903.648944336293	1218.61951618242	1186.26223320785
ENSMUSG00000001120	59093	Pcbp3	poly(rC) binding protein 3	71.578582547152	73.5460916444886	59.3299533731876	57.6152011489583	55.6955903191236	42.9313951065696
ENSMUSG00000001123	16859	Lgals9	lectin, galactose binding, soluble 9	300.630046698038	229.463805930804	247.09180581304	248.655078642872	287.389246046678	308.42818063404
ENSMUSG00000001127	11836	Araf	Araf proto-oncogene, serine/threonine kinase	2790.46351037666	3061.47864152124	2664.9619056333	3123.35037807511	2963.00540497738	2783.76204059441
ENSMUSG00000001128	18636	Cfp	complement factor properdin	124.436612735818	112.770673854882	177.291860668114	108.154851279623	98.0242389616576	112.977355543604
ENSMUSG00000001131	21857	Timp1	tissue inhibitor of metalloproteinase 1	86.9955080188463	58.8368733155909	26.5239791550721	36.3885480940789	21.164324321267	21.4656975532848
ENSMUSG00000001134	22294	Uxt	ubiquitously expressed prefoldin like chaperone	299.528837735774	372.633530998742	373.429706525357	447.781300157693	503.488136484878	434.962818842877
ENSMUSG00000001138	94218	Cnnm3	cyclin M3	592.450421697966	377.536603775041	420.195669772458	355.799136919883	378.730014170041	467.726251950522
ENSMUSG00000001143	214895	Lman2l	lectin, mannose-binding 2-like	1152.96578349028	1153.20271698558	1192.8810625268	983.501591542744	847.686884657061	951.269333677148
ENSMUSG00000001150	54387	Mcm3ap	minichromosome maintenance complex component 3 associated protein	1184.90084339593	1185.56299730916	1265.47300547752	1110.86150987202	1061.5579514825	1209.987477872
ENSMUSG00000001151	18541	Pcnt	pericentrin (kendrin)	6280.19471179089	6180.81354180282	6753.8426922231	4772.96455834002	4638.32876177662	5128.0421681242
ENSMUSG00000001156	17119	Mxd1	MAX dimerization protein 1	145.359583018832	130.42173584956	133.31789522681	144.543399373702	148.150270248869	159.298071316482
ENSMUSG00000001157	23885	Gmcl1	germ cell-less, spermatogenesis associated 1	155.270463679207	106.886986523323	106.793916071738	175.877982454715	134.783328572279	136.702600207761
