ENSEMBL	ENTREZID	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000037242	29876	Clic4	chloride intracellular channel 4 (mitochondrial)	3635.09924067162	1.02435733329053	0.0874114799008579	11.7172046685097	1.04048823658252e-31	1.47484478043588e-28
ENSMUSG00000035105	112407	Egln3	egl-9 family hypoxia-inducible factor 3	3094.30788022926	-1.19257810056079	0.104766552257023	-11.381563329372	5.16651669884199e-30	6.71302736402869e-27
ENSMUSG00000057378	20192	Ryr3	ryanodine receptor 3	157.630256101083	2.13835309893572	0.184358774998325	11.3576382772691	6.79569916332338e-30	8.15065702727217e-27
ENSMUSG00000056367	242894	Actr3b	ARP3 actin-related protein 3B	432.761674606732	-1.66752533602146	0.148159841543795	-11.2296367666022	2.91675131699567e-29	3.24842760961404e-26
ENSMUSG00000002910	70807	Arrdc2	arrestin domain containing 2	489.007880223638	-1.68958246244061	0.152656326339702	-11.0471712319599	2.26231391134796e-28	2.35159990038249e-25
ENSMUSG00000038539	107503	Atf5	activating transcription factor 5	3205.09763452755	-1.04997222518033	0.0969882742579034	-10.8245793099724	2.63285416967315e-27	2.56571638834649e-24
ENSMUSG00000030681	78388	Mvp	major vault protein	5054.63209706605	1.02262538492541	0.0952175655437447	10.7388152005949	6.68973643601162e-27	6.13566885354666e-24
ENSMUSG00000025592	93837	Dach2	dachshund family transcription factor 2	369.706198641829	-1.5505578842705	0.14507475319886	-10.662311013583	1.52753769122937e-26	1.3231870934249e-23
ENSMUSG00000026418	21952	Tnni1	troponin I, skeletal, slow 1	57252.406797859	0.896321193535328	0.0849771315733133	10.5477344824987	5.2036681089209e-26	4.27029437654182e-23
ENSMUSG00000069094	18583	Pde7a	phosphodiesterase 7A	1337.63758951624	-1.07821792935165	0.103054152977419	-10.4599232899971	1.31962459149552e-25	1.02877933152991e-22
ENSMUSG00000039911	74646	Spsb1	splA/ryanodine receptor domain and SOCS box containing 1	376.508692125051	1.45235329068011	0.139169804682943	10.4039042675071	2.37978095182655e-25	1.69171703923337e-22
ENSMUSG00000057948	70450	Unc13d	unc-13 homolog D	414.093354773982	1.87720036099494	0.179703403126755	10.4036165931332	2.38697889065766e-25	1.69171703923337e-22
ENSMUSG00000010080	71889	Epn3	epsin 3	111.71971279641	2.16786455333668	0.202848957311339	10.3591498909855	3.80327168235714e-25	2.57828748136141e-22
ENSMUSG00000032667	330260	Pon2	paraoxonase 2	2559.07016226252	1.12403880060321	0.110132060239177	10.2040514773217	1.90170159399779e-24	1.23547213556723e-21
ENSMUSG00000025993	53945	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	344.221238981242	-1.54286055538829	0.151282796656836	-10.1731936323311	2.61201232906469e-24	1.62905984939107e-21
ENSMUSG00000020598	319504	Nrcam	neuronal cell adhesion molecule	104.950411027368	2.44005077036845	0.231961643744636	10.0604901822849	8.25861126244609e-24	4.95262564630998e-21
ENSMUSG00000025161	80879	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	912.913780080145	-1.40452835318143	0.139725443393404	-10.0447106227965	9.69317586427443e-24	5.59762955836174e-21
ENSMUSG00000037185	74127	Krt80	keratin 80	242.572325324556	1.92484230326012	0.190576244255388	10.0183901921098	1.26547277833642e-23	7.0468755570791e-21
ENSMUSG00000058019	67935	Ces5a	carboxylesterase 5A	303.081254205458	1.50981263992577	0.150703025324717	9.97707988016783	1.92035198456624e-23	1.03248717735713e-20
ENSMUSG00000049871	268857	Nlrc3	NLR family, CARD domain containing 3	2137.44652523137	1.14839060419282	0.116663953932452	9.84095001957987	7.49992434112241e-23	3.89796067755935e-20
ENSMUSG00000072591	319616	Fzd10os	frizzled class receptor 10, opposite strand	599.848640719983	1.33678797609206	0.137474799866705	9.709452646881	2.748088521427e-22	1.38219987826096e-19
ENSMUSG00000031880	56437	Rrad	Ras-related associated with diabetes	918.404068546657	1.54433632795945	0.159292966597768	9.68396829310033	3.52751970250603e-22	1.71878397504606e-19
ENSMUSG00000006576	20536	Slc4a3	solute carrier family 4 (anion exchanger), member 3	1167.28318343674	1.30949209911936	0.135189669021758	9.67947790665175	3.68593440268076e-22	1.74154815777571e-19
ENSMUSG00000041957	67451	Pkp2	plakophilin 2	335.876687495859	1.45907938310341	0.150978117501612	9.63063707265956	5.93603011451261e-22	2.72219357486707e-19
ENSMUSG00000030911	22787	Zp2	zona pellucida glycoprotein 2	398.966156782053	1.49715137712469	0.156465114217639	9.54282071806717	1.38999206619955e-21	6.19221608462384e-19
ENSMUSG00000032366	22003	Tpm1	tropomyosin 1, alpha	130082.892895091	-0.863503895986953	0.0910338002726612	-9.48553102544384	2.41152068092383e-21	1.04445640158234e-18
ENSMUSG00000024990	19662	Rbp4	retinol binding protein 4, plasma	159.151976322367	2.02864881206911	0.211688656421523	9.45265316130551	3.30349082601773e-21	1.39210889079104e-18
ENSMUSG00000047343	433294	Mettl21c	methyltransferase like 21C	2484.94125269702	1.06892661730837	0.113313129192256	9.43150573900425	4.04243583448235e-21	1.65867525082234e-18
ENSMUSG00000060512	76261	0610040J01Rik	RIKEN cDNA 0610040J01 gene	141.357099022496	-1.88397261735505	0.201316613819365	-9.27258876195231	1.81681772652345e-20	7.26354410050094e-18
ENSMUSG00000046345	69576	Smco1	single-pass membrane protein with coiled-coil domains 1	697.119312984479	-1.29026019392921	0.140593443854945	-9.17198079417558	4.64405766595354e-20	1.81025367818869e-17
ENSMUSG00000058914	81799	C1qtnf3	C1q and tumor necrosis factor related protein 3	124.899108135822	1.73554857228175	0.187214589087256	9.13310816207053	6.65603088722406e-20	2.53123984374628e-17
ENSMUSG00000036564	234593	Ndrg4	N-myc downstream regulated gene 4	2357.37575163465	2.04452156579777	0.227598726094936	9.09752964363442	9.240974048002e-20	3.43060160372493e-17
ENSMUSG00000008393	52502	Carhsp1	calcium regulated heat stable protein 1	1341.11309768322	1.0821320992763	0.118946873189209	9.0936151533999	9.57995000197247e-20	3.4737344286222e-17
ENSMUSG00000038168	210530	P3h2	prolyl 3-hydroxylase 2	1738.18769550307	1.10500433527979	0.122522306683179	9.01605885199252	1.94977688766019e-19	6.90930028009038e-17
ENSMUSG00000053093	140781	Myh7	myosin, heavy polypeptide 7, cardiac muscle, beta	583712.708431084	0.832840655722877	0.0929484359584219	8.96025443861957	3.23930066882547e-19	1.12238168951837e-16
ENSMUSG00000044951	238564	Mylk4	myosin light chain kinase family, member 4	8287.07851268876	-1.14642845732226	0.12803967351155	-8.95351572120741	3.44336795154707e-19	1.16715202392439e-16
ENSMUSG00000034684	20350	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	656.423431801654	1.13422664076764	0.126625517550326	8.94858568906885	3.60065880864881e-19	1.19449940732877e-16
ENSMUSG00000021702	21828	Thbs4	thrombospondin 4	3189.04169782962	1.0619384608287	0.118894268370864	8.93037550740612	4.24565196918646e-19	1.37912928132407e-16
ENSMUSG00000039542	17967	Ncam1	neural cell adhesion molecule 1	831.255993425083	1.04769988839453	0.118985532506559	8.79952669601651	1.37394386373442e-18	4.3719454537443e-16
ENSMUSG00000026202	22145	Tuba4a	tubulin, alpha 4A	16696.0502257342	-0.77737683610119	0.0884718146244063	-8.78663260166321	1.54109752174958e-18	4.80575851182389e-16
ENSMUSG00000017300	21925	Tnnc2	troponin C2, fast	95144.6616947255	-0.937642084343837	0.106764052139839	-8.78239121515035	1.60035327648173e-18	4.89268789939277e-16
ENSMUSG00000061816	17901	Myl1	myosin, light polypeptide 1	79578.8663534131	-0.730777756343603	0.083746185747208	-8.72609437554713	2.63618715003317e-18	7.90450577756101e-16
ENSMUSG00000021062	104886	Rab15	RAB15, member RAS oncogene family	1669.48039502796	1.14233282637421	0.131321809511205	8.69557649163153	3.45073251649138e-18	1.01516644145535e-15
ENSMUSG00000090877	15511	Hspa1b	heat shock protein 1B	892.616388934978	1.39339330158768	0.160260903304697	8.68630852103868	3.74407202336844e-18	1.08106612941409e-15
ENSMUSG00000027559	12350	Car3	carbonic anhydrase 3	76476.0141672443	1.13634599356449	0.13115128956819	8.66459636744133	4.53115462105378e-18	1.28454114275401e-15
ENSMUSG00000005705	11604	Agrp	agouti related neuropeptide	144.372978117278	1.70712898797244	0.195384413720136	8.64120754976733	5.56219678783369e-18	1.52150477747198e-15
ENSMUSG00000008540	56615	Mgst1	microsomal glutathione S-transferase 1	2448.32667728326	-0.875008985948469	0.10123659191993	-8.64263926817764	5.49291362476542e-18	1.52150477747198e-15
ENSMUSG00000073730	66755	Ppp1r14bl	protein phosphatase 1, regulatory inhibitor subunit 14B like	85.1104861636271	-1.87905004382904	0.214309404509407	-8.59140564840478	8.59117410937239e-18	2.30954459850576e-15
ENSMUSG00000032816	56741	Igdcc4	immunoglobulin superfamily, DCC subclass, member 4	2959.61133509383	0.817899601444899	0.0954674338999618	8.56639006434948	1.06779744631895e-17	2.82188098017035e-15
ENSMUSG00000031700	108682	Gpt2	glutamic pyruvate transaminase (alanine aminotransferase) 2	1247.56328340719	-1.00390687684015	0.117207753556267	-8.56335106585851	1.09633460898018e-17	2.84900820386983e-15
ENSMUSG00000068614	11464	Actc1	actin, alpha, cardiac muscle 1	2288.62981830449	1.23775360273695	0.14470414145847	8.5519358033729	1.21041097295568e-17	3.09388981808606e-15
ENSMUSG00000025041	76952	Nt5c2	5'-nucleotidase, cytosolic II	1146.6280713443	0.844483161833842	0.0988478068207446	8.54057891691344	1.33551044571576e-17	3.35859336606455e-15
ENSMUSG00000042254	214425	Cilp	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	1336.05850223917	0.962292613345498	0.113217274746131	8.49688586519831	1.94744753265551e-17	4.74446905143198e-15
ENSMUSG00000031111	209268	Igsf1	immunoglobulin superfamily, member 1	267.186901122438	1.35389616663043	0.159965277797732	8.43505617731959	3.31043755292412e-17	7.94097574233737e-15
ENSMUSG00000060600	13808	Eno3	enolase 3, beta muscle	58287.1165496833	-0.706267076829259	0.0840541526615889	-8.40250786029542	4.37043089298165e-17	1.03248118914197e-14
ENSMUSG00000030739	71960	Myh14	myosin, heavy polypeptide 14	5827.47860487809	0.893993931054948	0.107286578700934	8.33224831773937	7.93213566116148e-17	1.84593819744522e-14
ENSMUSG00000039954	269019	Stk32a	serine/threonine kinase 32A	55.0930181188915	2.02561499836737	0.232649773101087	8.22799576244015	1.90371815592645e-16	4.36511374811841e-14
ENSMUSG00000005667	17768	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	160.647283498208	-1.64198772761496	0.200424522987353	-8.15462565172085	3.50263089489839e-16	7.91493056713852e-14
ENSMUSG00000006800	72043	Sulf2	sulfatase 2	608.139429201961	1.0585196200536	0.129736448410829	8.15153839027183	3.59323570936304e-16	8.00367588291264e-14
ENSMUSG00000015962	69428	1700016C15Rik	RIKEN cDNA 1700016C15 gene	96.1522647374709	1.83057605391641	0.220893846602734	8.14290839546829	3.8589422319799e-16	8.47445454662402e-14
ENSMUSG00000041559	14264	Fmod	fibromodulin	2500.62908144816	1.1547451508653	0.142028615625502	8.12879869187277	4.3356564401369e-16	9.26048701570063e-14
ENSMUSG00000091971	193740	Hspa1a	heat shock protein 1A	1248.26440759931	1.16904994141768	0.143742841008159	8.12880892277868	4.33529057763062e-16	9.26048701570063e-14
ENSMUSG00000050821	78408	Fam131a	family with sequence similarity 131, member A	921.644479285379	-0.899998003547209	0.110868746853479	-8.11552255695838	4.83698849840172e-16	1.01916654955513e-13
ENSMUSG00000009114	76964	2610028H24Rik	RIKEN cDNA 2610028H24 gene	192.7149228539	1.33918066186941	0.165958982062012	8.02902533775678	9.82500671965958e-16	2.03697138283532e-13
ENSMUSG00000059970	15512	Hspa2	heat shock protein 2	1070.3333250335	1.0982526772279	0.136735480293661	8.02773583205688	9.92879842839176e-16	2.03697138283532e-13
ENSMUSG00000001366	71538	Fbxo9	f-box protein 9	1613.29900201851	-0.794204895452592	0.0998912887117132	-7.95002958975449	1.86466972189236e-15	3.77583510438256e-13
ENSMUSG00000031849	12845	Comp	cartilage oligomeric matrix protein	391.43310292167	1.41999679302459	0.178971454797938	7.91686085623008	2.43582077382285e-15	4.86914326992896e-13
ENSMUSG00000040152	21825	Thbs1	thrombospondin 1	334.097966112981	1.09017101514968	0.137482494539744	7.91440926950877	2.48429812558745e-15	4.903186882805e-13
ENSMUSG00000041189	11443	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	1102.47679326909	0.93596637201228	0.118574003753628	7.89033257273869	3.01382297013879e-15	5.87394096880051e-13
ENSMUSG00000040966	20518	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	75.6102610726787	1.86759954445175	0.232430335901154	7.86766801437749	3.61312850609644e-15	6.95504934161182e-13
ENSMUSG00000000223	13497	Drp2	dystrophin related protein 2	505.872300407586	1.06232183246299	0.135729743445359	7.81849055616686	5.34604956366108e-15	1.01653176581224e-12
ENSMUSG00000063229	16828	Ldha	lactate dehydrogenase A	22713.405379372	-0.651275770403957	0.0839804702395412	-7.75504615733073	8.83113501189535e-15	1.6589765916322e-12
ENSMUSG00000026664	16922	Phyh	phytanoyl-CoA hydroxylase	8565.73551106633	-0.711839971958362	0.0921441517160121	-7.72520473406752	1.11673708990103e-14	2.07287675068296e-12
ENSMUSG00000068697	59011	Myoz1	myozenin 1	11627.8177518328	-0.740527668252284	0.0959254635203373	-7.71971782102517	1.16587521546233e-14	2.13862663052807e-12
ENSMUSG00000025153	14104	Fasn	fatty acid synthase	619.965388325942	1.05838188702844	0.13741093763674	7.69533610817816	1.41122713763345e-14	2.55858761976521e-12
ENSMUSG00000075330	68162	A930003A15Rik	RIKEN cDNA A930003A15 gene	49.4392429705907	1.86989255515933	0.233552352807675	7.6336255156944	2.28242277730272e-14	4.09052137283953e-12
ENSMUSG00000074652	668940	Myh7b	myosin, heavy chain 7B, cardiac muscle, beta	5990.89995756002	0.790986136580202	0.103687406086322	7.62817902112137	2.3809278626883e-14	4.21857127670864e-12
ENSMUSG00000025271	18639	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	1448.05273577191	-0.989045773194536	0.130026552931885	-7.60562031597238	2.83540579775651e-14	4.96737608973253e-12
ENSMUSG00000022096	15460	Hr	lysine demethylase and nuclear receptor corepressor	777.71827950076	-1.05597665066609	0.139659672962021	-7.55751066209848	4.10856355596986e-14	7.1178581071869e-12
ENSMUSG00000016327	67821	Atp1b4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	677.051726687864	1.10523753146093	0.146263172901674	7.55081778918202	4.32533623273751e-14	7.41105961987288e-12
ENSMUSG00000022508	12053	Bcl6	B cell leukemia/lymphoma 6	2706.17329327521	0.872937763500951	0.118013032646247	7.39599444341749	1.40353875459605e-13	2.37869307191973e-11
ENSMUSG00000037071	20249	Scd1	stearoyl-Coenzyme A desaturase 1	1520.35307406664	0.929492344794827	0.125925752382461	7.37914771315327	1.59306010838911e-13	2.67085948494655e-11
ENSMUSG00000021765	14313	Fst	follistatin	410.28527905376	1.19089211364719	0.161371715995484	7.36724849971638	1.74185619234353e-13	2.88925763308727e-11
ENSMUSG00000085888	108167900	Gm12224	predicted gene 12224	855.700439717388	-0.806205549316592	0.109506248160834	-7.36074904068739	1.82881100129727e-13	3.00156011918179e-11
ENSMUSG00000102252	20646	Snrpn	small nuclear ribonucleoprotein N	1698.34126968727	-0.811539973616812	0.110487561953196	-7.34435505946956	2.06753603696044e-13	3.35802311336324e-11
ENSMUSG00000018893	17189	Mb	myoglobin	270323.078005678	-0.603001736306108	0.0823593317243139	-7.32159572332276	2.45039433525496e-13	3.93881943044281e-11
ENSMUSG00000030972	272428	Acsm5	acyl-CoA synthetase medium-chain family member 5	72.077912766214	1.59455449360205	0.215072722576559	7.26760666853688	3.65912376344118e-13	5.82174058363009e-11
ENSMUSG00000023885	21826	Thbs2	thrombospondin 2	796.694739261913	0.818161366829898	0.112584501638448	7.26412004463376	3.75474451251901e-13	5.91353297365621e-11
ENSMUSG00000023047	110542	Amhr2	anti-Mullerian hormone type 2 receptor	320.72890681346	-1.01339799119214	0.139613310498928	-7.25040379013791	4.1553095577783e-13	6.43698634327543e-11
ENSMUSG00000037139	242702	Myom3	myomesin family, member 3	29586.5811118633	0.677902727896107	0.0935212652885596	7.24860181778808	4.21095822866915e-13	6.43698634327543e-11
ENSMUSG00000038526	23831	Car14	carbonic anhydrase 14	792.6117475833	-0.851768007517733	0.117477330579158	-7.24910669384066	4.19529322635e-13	6.43698634327543e-11
ENSMUSG00000056216	12611	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	1735.51207708203	-0.72011170601219	0.0996572426061905	-7.2253997136288	4.99630066694839e-13	7.56333203874362e-11
ENSMUSG00000004393	52513	Ddx56	DEAD box helicase 56	1197.00409737436	-0.756054464023715	0.105011465505053	-7.1986924994112	6.07926754147691e-13	9.11422495256807e-11
ENSMUSG00000032643	14201	Fhl3	four and a half LIM domains 3	4398.12134753814	-0.71131193935934	0.0989507248647891	-7.1883119397425	6.55972581774517e-13	9.59428757874292e-11
ENSMUSG00000049537	243078	Tecrl	trans-2,3-enoyl-CoA reductase-like	481.196887536719	1.11953200363032	0.155589899761748	7.18780596820378	6.58407369757242e-13	9.59428757874292e-11
ENSMUSG00000058743	211480	Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14	57.6035962115025	1.7001271685438	0.230212630987535	7.18853889245582	6.54883335140228e-13	9.59428757874292e-11
ENSMUSG00000043091	22146	Tuba1c	tubulin, alpha 1C	215.174879790628	1.28980815838164	0.179564209417663	7.15633472478596	8.28626737269818e-13	1.19629148958435e-10
ENSMUSG00000075318	110876	Scn2a	sodium channel, voltage-gated, type II, alpha	163.530857513587	-1.26039066451835	0.176089882111204	-7.13463438707481	9.70447608221305e-13	1.38818523920978e-10
ENSMUSG00000026074	26921	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	2528.58127804324	0.736917222088464	0.103666734919722	7.10774296019892	1.1795597333051e-12	1.67197230560847e-10
ENSMUSG00000032875	207212	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17	2091.33942999647	0.685795287633401	0.0965684992922855	7.10087094084666	1.23973109275375e-12	1.71217506923784e-10
ENSMUSG00000042451	53311	Mybph	myosin binding protein H	134.907341776409	1.4521685342278	0.203020512247516	7.10074452668043	1.24086571847022e-12	1.71217506923784e-10
ENSMUSG00000029632	17992	Ndufa4	Ndufa4, mitochondrial complex associated	13062.3554821031	-0.611650865414977	0.0861667318897505	-7.09841556925927	1.26195243320169e-12	1.72599669635796e-10
ENSMUSG00000045934	194126	Mtmr11	myotubularin related protein 11	268.35388202239	1.15831515685036	0.16317686607296	7.07993685469232	1.4422016224369e-12	1.95537458235097e-10
ENSMUSG00000047747	330812	Rnf150	ring finger protein 150	872.371500220358	-0.83650356573964	0.118251002866319	-7.0726399320379	1.52013564664147e-12	2.04327198296843e-10
ENSMUSG00000036242	67419	Armh4	armadillo-like helical domain containing 4	294.016145494351	1.05396969064168	0.14921454047593	7.04974185295117	1.79250023382956e-12	2.38877467058723e-10
ENSMUSG00000019997	14219	Ccn2	cellular communication network factor 2	1482.87650117564	0.731725625989032	0.103861725476757	7.04393009995974	1.8689192712926e-12	2.46950756593172e-10
ENSMUSG00000081683	93897	Fzd10	frizzled class receptor 10	327.70680756288	1.13117006110938	0.160630250503598	7.02775070691623	2.09889460066067e-12	2.75008105995808e-10
ENSMUSG00000033059	110078	Pygb	brain glycogen phosphorylase	743.621249031704	0.768331498564383	0.10934557037194	7.02371033924473	2.16052490245358e-12	2.80724202325468e-10
ENSMUSG00000021190	19141	Lgmn	legumain	2621.7844236098	0.638425706327328	0.091023165892168	7.01331825249926	2.32731232413237e-12	2.97438145556328e-10
ENSMUSG00000042359	99031	Osbpl6	oxysterol binding protein-like 6	594.144993392871	-1.00936314862388	0.14386245201697	-7.01397295416969	2.31644193295576e-12	2.97438145556328e-10
ENSMUSG00000026211	98733	Obsl1	obscurin-like 1	2037.00635800152	0.922566176554521	0.131712574110299	7.00302307948379	2.50497547455227e-12	3.17541281294464e-10
ENSMUSG00000022013	66148	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	1115.03404057876	-0.72854338331913	0.104196881113561	-6.99127549816213	2.72398250185433e-12	3.4251883200736e-10
ENSMUSG00000085162	327946	Gm12295	predicted gene 12295	262.072922727647	1.28310036739657	0.183274971597007	6.98215831172063	2.90679299454005e-12	3.62581730966948e-10
ENSMUSG00000052512	78286	Nav2	neuron navigator 2	1269.80333587968	0.730765189912503	0.105123979316175	6.95004839083471	3.65160934185054e-12	4.51872165540743e-10
ENSMUSG00000029223	22223	Uchl1	ubiquitin carboxy-terminal hydrolase L1	931.800832348814	0.934139676628419	0.134650741663735	6.93445958337497	4.07776963776119e-12	5.00634521196633e-10
ENSMUSG00000032911	121021	Cspg4	chondroitin sulfate proteoglycan 4	728.77223693096	0.765596684984709	0.11116674521758	6.88401550282445	5.81885379996372e-12	7.08809128508081e-10
ENSMUSG00000027784	242083	Ppm1l	protein phosphatase 1 (formerly 2C)-like	2771.8178339248	-0.665973977124488	0.0968748107682626	-6.87441464366284	6.22449144009694e-12	7.52343182434043e-10
ENSMUSG00000030695	11674	Aldoa	aldolase A, fructose-bisphosphate	143172.597985976	-0.617710745236676	0.0899172977748597	-6.86976446014757	6.43079954212322e-12	7.71300203544501e-10
ENSMUSG00000033044	68460	Dhrs7c	dehydrogenase/reductase (SDR family) member 7C	2221.62488585749	-0.651458963450157	0.0949358753402052	-6.86174611432316	6.80238827028596e-12	8.09639984048082e-10
ENSMUSG00000020774	11484	Aspa	aspartoacylase	220.594354224939	-1.03693565473261	0.151334546858228	-6.84159087119924	7.83184985189635e-12	9.25107597657332e-10
ENSMUSG00000015027	50917	Galns	galactosamine (N-acetyl)-6-sulfate sulfatase	342.845138466366	0.936389823866408	0.136706117972317	6.84015932369148	7.910515270959e-12	9.2737409101348e-10
ENSMUSG00000030862	55987	Cpxm2	carboxypeptidase X 2 (M14 family)	549.947031283268	0.889034516048037	0.130410702369409	6.81250477956038	9.59138685362682e-12	1.10776965793888e-09
ENSMUSG00000010914	27402	Pdhx	pyruvate dehydrogenase complex, component X	3054.67542853345	-0.611077199632092	0.0898415899975634	-6.80153634483462	1.0350927713153e-11	1.18670341840796e-09
ENSMUSG00000026828	241391	Galnt5	polypeptide N-acetylgalactosaminyltransferase 5	76.1834108761526	-1.5052600922166	0.219966244798036	-6.78014154359425	1.20058200503368e-11	1.36638500894053e-09
ENSMUSG00000028031	56811	Dkk2	dickkopf WNT signaling pathway inhibitor 2	894.656952089906	-0.827078693122539	0.122053610634735	-6.7745989848005	1.24751798780803e-11	1.40608828089748e-09
ENSMUSG00000034127	216350	Tspan8	tetraspanin 8	104.374464771733	-1.47474749683099	0.216852820066874	-6.77390689978971	1.25350353415053e-11	1.40608828089748e-09
ENSMUSG00000022665	67896	Ccdc80	coiled-coil domain containing 80	1600.07645741203	0.777170623241652	0.114835098292014	6.76640954355712	1.32017512638564e-11	1.47029789790035e-09
ENSMUSG00000097960	434353	A330074K22Rik	RIKEN cDNA A330074K22 gene	462.578184313092	0.994254491609053	0.147266509621707	6.74488728847908	1.53145862001926e-11	1.69351083711633e-09
ENSMUSG00000021388	66695	Aspn	asporin	1938.59673514223	0.813721187131196	0.121135916122716	6.71659362811231	1.86021800239844e-11	2.0425717671406e-09
ENSMUSG00000032554	22041	Trf	transferrin	315.937607309264	1.01015750877129	0.150424333622175	6.70400446123871	2.02784067117785e-11	2.21105536678357e-09
ENSMUSG00000024359	15526	Hspa9	heat shock protein 9	22541.7123810541	-0.613095953126406	0.0917083398381058	-6.68526571570843	2.30506014690079e-11	2.47865502141222e-09
ENSMUSG00000074001	72330	Klhl40	kelch-like 40	6079.00972317609	0.629363604918079	0.0941261364387885	6.68616060164417	2.29101598349621e-11	2.47865502141222e-09
ENSMUSG00000028836	230810	Slc30a2	solute carrier family 30 (zinc transporter), member 2	426.391009825744	-1.09671630206432	0.16450804651042	-6.66127673400141	2.71458944769267e-11	2.8990327855085e-09
ENSMUSG00000037568	226841	Vash2	vasohibin 2	91.5814639559385	1.41165750292827	0.210297570955847	6.64626214603482	3.00629633347565e-11	3.18871921303078e-09
ENSMUSG00000025085	226251	Ablim1	actin-binding LIM protein 1	16785.5951233791	0.791760743110836	0.119746703357502	6.61190688164672	3.79400643499575e-11	3.99703704962525e-09
ENSMUSG00000043795	677289	Prr33	proline rich 33	2053.48922143581	-0.635083035691664	0.0962378777729147	-6.59869180384042	4.14801587573939e-11	4.34066198218312e-09
ENSMUSG00000035126	242584	Dnai4	dynein axonemal intermediate chain 4	83.4718974663852	1.48078321496973	0.222786283023143	6.57514310042758	4.86063981953788e-11	5.0524730710823e-09
ENSMUSG00000022441	77627	Efcab6	EF-hand calcium binding domain 6	754.510668460105	0.786847822307382	0.119768842756308	6.56727290103999	5.12450799207848e-11	5.29147871605878e-09
ENSMUSG00000052085	76088	Dock8	dedicator of cytokinesis 8	451.690100261014	1.08014498214274	0.164911334595356	6.54195273183546	6.07206967012576e-11	6.22866515109217e-09
ENSMUSG00000027333	228608	Smox	spermine oxidase	516.755271744813	-1.12661426065406	0.172561553985643	-6.52464426743001	6.81631144253499e-11	6.94640052366049e-09
ENSMUSG00000026043	12825	Col3a1	collagen, type III, alpha 1	3933.44307148422	0.753567705020802	0.116066731318817	6.4920963151169	8.46501088097481e-11	8.57054867897138e-09
ENSMUSG00000029174	57915	Tbc1d1	TBC1 domain family, member 1	1329.87042740061	-0.945528840467926	0.145694731113963	-6.48937679469326	8.61921580325479e-11	8.6703750196354e-09
