ID	Description	NES	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ATP6	17705	-0.512347321111359
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Atp5j	11957	-0.524010525380814
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Uqcrb	67530	-0.527892817341973
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND2	17717	-0.533313344829745
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Cox7c	12867	-0.545237990352468
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Cox7b	66142	-0.549367390242577
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Ndufa12	66414	-0.550378436184694
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND3	17718	-0.555315525665283
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	COX2	17709	-0.55900140229867
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Ndufv2	72900	-0.575000006532041
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Ndufa5	68202	-0.598728832766811
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Ndufa4	17992	-0.611650865414977
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	COX3	17710	-0.626569640940178
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND4	17719	-0.635737253450456
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ATP8	17706	-0.642522852445987
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	COX1	17708	-0.666021637054026
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	CYTB	17711	-0.67518576476105
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND1	17716	-0.677598128197945
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND6	17722	-0.679266701792735
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	Cycs	13063	-0.703601045612769
mmu00190	Oxidative phosphorylation	-3.32620210164153	1e-10	6.14e-09	ND5	17721	-0.717479694736831
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pcca	110821	-0.221197075751643
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Idh1	15926	-0.227873096743542
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Glud1	14661	-0.234614969008839
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Mdh1	17449	-0.239450911701704
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pccb	66904	-0.252856638539425
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Prps2	110639	-0.267264469065373
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Me2	107029	-0.269389032869791
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Hibch	227095	-0.271123078408686
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sdhc	66052	-0.273613069839089
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Aco2	11429	-0.306461440896933
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Suclg2	20917	-0.311288081515671
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Rpia	19895	-0.316956750569457
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Prps1	19139	-0.320684178500549
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Aldoart1	353204	-0.321176068758006
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sdhd	66925	-0.321493093400856
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Cs	12974	-0.322146955281091
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sdsl	257635	-0.323328259405352
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Fh1	14194	-0.324327049886475
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Gapdh	14433	-0.337317889820007
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Psph	100678	-0.341183460903388
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Idh3b	170718	-0.3478651202458
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Mmut	17850	-0.348994870283839
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pkm	18746	-0.351386406986231
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Dlat	235339	-0.364323545437352
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Echs1	93747	-0.368314455138155
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Me3	109264	-0.3899554845956
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pdhb	68263	-0.404231679320732
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pgam2	56012	-0.413653118195874
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sdha	66945	-0.424641771648936
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Aldh6a1	104776	-0.426510753355167
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Aldoart2	79459	-0.438573574426094
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Acat1	110446	-0.444039746009555
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Mdh2	17448	-0.445781967185785
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pgk1	18655	-0.446733518898127
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sucla2	20916	-0.461335336977779
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Suclg1	56451	-0.462237287469696
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Dlst	78920	-0.469692496263693
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Idh3g	15929	-0.470675863686004
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Got1	14718	-0.483621976899878
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Sdhb	67680	-0.510217632319684
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Dld	13382	-0.520509114215725
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Pdha1	18597	-0.523510398062304
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Tpi1	21991	-0.540899387092933
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Acat3	224530	-0.553194928634192
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Idh3a	67834	-0.554618004808834
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Ogdhl	239017	-0.591673179601376
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Aldoa	11674	-0.617710745236676
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Eno3	13808	-0.706267076829259
mmu01200	Carbon metabolism	-2.52538955802953	1e-10	6.14e-09	Gpt2	108682	-1.00390687684015
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Adcy2	210044	-0.20913167835204
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa13	67184	-0.215454024116407
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gng7	14708	-0.223295497371008
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb3	66495	-0.23116987375658
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gabra3	14396	-0.234401253942956
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Cacna1c	12288	-0.243518248574511
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Adcy4	104110	-0.247453464654264
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gng5	14707	-0.267214161397535
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa7	66416	-0.267322243987959
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gng10	14700	-0.276318731154561
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gnb4	14696	-0.276848481364055
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa11	69875	-0.289379906807744
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa2	17991	-0.30159222095148
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufv1	17995	-0.307346192107155
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa3	66091	-0.310159984764346
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs8	225887	-0.31043911506236
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb2	68198	-0.312552113049454
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Plcb1	18795	-0.322450749161358
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gabrg1	14405	-0.336315523771283
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufv3	78330	-0.346643417657936
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb7	66916	-0.349679774709962
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Kcnj3	16519	-0.353400736505858
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa1	54405	-0.353935399216346
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa8	68375	-0.355936720577881
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Mapk9	26420	-0.358507732374812
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa6	67130	-0.359647552589363
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs6	407785	-0.365848043032186
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs5	595136	-0.36902516661018
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb10	68342	-0.379896507086492
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb9	66218	-0.389758764481075
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Gabre	14404	-0.395782015765021
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Plcb4	18798	-0.397962692083293
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb11	104130	-0.398299165041894
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb6	230075	-0.405102626264601
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb5	66046	-0.409845269078734
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufab1	70316	-0.417030151199042
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb8	67264	-0.419329834135086
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs3	68349	-0.422673569760012
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs2	226646	-0.44042322829285
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs1	227197	-0.445837652633236
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Adcy1	432530	-0.448205358512051
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND4L	17720	-0.451307987275478
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa10	67273	-0.462084916308589
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufc2	68197	-0.463601181785966
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Slc17a7	72961	-0.473971655765709
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufc1	66377	-0.475218731069268
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb4	68194	-0.47730445774583
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb4c	100041273	-0.0571136904167651
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb4c	100041273	-0.47730445774583
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufb4b	100042503	-0.47730445774583
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa9	66108	-0.480366854773059
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufs4	17993	-0.488912179257536
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND2	17717	-0.533313344829745
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa12	66414	-0.550378436184694
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND3	17718	-0.555315525665283
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufv2	72900	-0.575000006532041
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa5	68202	-0.598728832766811
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	Ndufa4	17992	-0.611650865414977
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND4	17719	-0.635737253450456
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND1	17716	-0.677598128197945
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND6	17722	-0.679266701792735
mmu04723	Retrograde endocannabinoid signaling	-2.56577415018091	1e-10	6.14e-09	ND5	17721	-0.717479694736831
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Uqcr11	66594	-0.262336045310095
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Nr1h3	22259	-0.264538666990933
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ddit3	13198	-0.265658352419097
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa7	66416	-0.267322243987959
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Sdhc	66052	-0.273613069839089
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Prkag2	108099	-0.285522072391802
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa11	69875	-0.289379906807744
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa2	17991	-0.30159222095148
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufv1	17995	-0.307346192107155
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa3	66091	-0.310159984764346
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufs8	225887	-0.31043911506236
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufb2	68198	-0.312552113049454
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Sdhd	66925	-0.321493093400856
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Pparg	19016	-0.329838241734406
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Cox6a2	12862	-0.330283164778015
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Fas	14102	-0.333565817359653
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufv3	78330	-0.346643417657936
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufb7	66916	-0.349679774709962
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Cox7a2	12866	-0.350742755773788
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Cox7a1	12865	-0.351677244315
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa1	54405	-0.353935399216346
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa8	68375	-0.355936720577881
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Mapk9	26420	-0.358507732374812
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufa6	67130	-0.359647552589363
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufs6	407785	-0.365848043032186
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Pik3cb	74769	-0.365997525688374
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufs5	595136	-0.36902516661018
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Uqcrq	22272	-0.37110492526613
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Prkaa2	108079	-0.376264591687136
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufb10	68342	-0.379896507086492
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Ndufb9	66218	-0.389758764481075
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Cyc1	66445	-0.390533371144852
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Cox5b	12859	-0.391543633298244
mmu04932	Non-alcoholic fatty liver disease	-2.50824971349412	1e-10	6.14e-09	Uqcrc1	22273	-0.3947133617254
