ID	Description	NES	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Dld	13382	-0.520509114215725
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Atp5j	11957	-0.524010525380814
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Uqcrb	67530	-0.527892817341973
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	ND2	17717	-0.533313344829745
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Cox7c	12867	-0.545237990352468
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Ndufa12	66414	-0.550378436184694
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	COX2	17709	-0.55900140229867
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Ndufv2	72900	-0.575000006532041
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Nupr1	56312	-0.593753638961873
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	COX3	17710	-0.626569640940178
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	ND4	17719	-0.635737253450456
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	COX1	17708	-0.666021637054026
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	CYTB	17711	-0.67518576476105
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Cycs	13063	-0.703601045612769
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	ND5	17721	-0.717479694736831
GO:0006119	oxidative phosphorylation	-3.03349110953907	1e-10	4.33083333333333e-08	Dnajc15	66148	-0.72854338331913
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Idh1	15926	-0.227873096743542
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Mtfr1	67472	-0.231260378040643
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Mdh1	17449	-0.239450911701704
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sirt3	64384	-0.245665130730157
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox4i2	84682	-0.25463166300329
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sdhc	66052	-0.273613069839089
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sdhaf2	66072	-0.293678177746564
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox10	70383	-0.304057161765361
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Aco2	11429	-0.306461440896933
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Ndufs8	225887	-0.31043911506236
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Suclg2	20917	-0.311288081515671
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sdhd	66925	-0.321493093400856
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cs	12974	-0.322146955281091
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Fh1	14194	-0.324327049886475
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox6a2	12862	-0.330283164778015
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Idh3b	170718	-0.3478651202458
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Afg1l	215951	-0.359859120295771
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Dlat	235339	-0.364323545437352
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox20	66359	-0.369245075197313
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox5b	12859	-0.391543633298244
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox4i1	12857	-0.39915018455778
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Uqcr10	66152	-0.402859104092597
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Pdhb	68263	-0.404231679320732
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox5a	12858	-0.412599015127307
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sdha	66945	-0.424641771648936
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Mdh2	17448	-0.445781967185785
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sucla2	20916	-0.461335336977779
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Suclg1	56451	-0.462237287469696
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Uqcrh	66576	-0.464933711969473
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Dlst	78920	-0.469692496263693
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Idh3g	15929	-0.470675863686004
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Actn3	11474	-0.486792192876592
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Ndufs4	17993	-0.488912179257536
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Sdhb	67680	-0.510217632319684
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Pdha1	18597	-0.523510398062304
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Uqcrb	67530	-0.527892817341973
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cox7c	12867	-0.545237990352468
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Idh3a	67834	-0.554618004808834
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Ogdhl	239017	-0.591673179601376
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	COX3	17710	-0.626569640940178
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	ND4	17719	-0.635737253450456
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	COX1	17708	-0.666021637054026
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	ND1	17716	-0.677598128197945
GO:0009060	aerobic respiration	-2.81936557125735	1e-10	4.33083333333333e-08	Cycs	13063	-0.703601045612769
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Foxred1	235169	-0.211323717547987
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Tmem126b	68472	-0.212594168557936
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa13	67184	-0.215454024116407
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb3	66495	-0.23116987375658
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Timm21	67105	-0.232561552958436
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Aifm1	26926	-0.267594780840023
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa11	69875	-0.289379906807744
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Dmac2	66349	-0.289939585120728
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf2	75597	-0.291732183991727
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa2	17991	-0.30159222095148
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa3	66091	-0.310159984764346
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufs8	225887	-0.31043911506236
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb2	68198	-0.312552113049454
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf5	69487	-0.345022938984854
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf7	73694	-0.347853827890088
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf6	76947	-0.349341358489338
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb7	66916	-0.349679774709962
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa1	54405	-0.353935399216346
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa8	68375	-0.355936720577881
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa6	67130	-0.359647552589363
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufs6	407785	-0.365848043032186
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufs5	595136	-0.36902516661018
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb10	68342	-0.379896507086492
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Acad9	229211	-0.388615707869632
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb9	66218	-0.389758764481075
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb11	104130	-0.398299165041894
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb6	230075	-0.405102626264601
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb5	66046	-0.409845269078734
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufab1	70316	-0.417030151199042
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb8	67264	-0.419329834135086
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufs1	227197	-0.445837652633236
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa10	67273	-0.462084916308589
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufc2	68197	-0.463601181785966
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufc1	66377	-0.475218731069268
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa9	66108	-0.480366854773059
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf1	69702	-0.483730014122546
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufs4	17993	-0.488912179257536
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Tmem126a	66271	-0.494166950515373
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufaf4	68493	-0.540992725704422
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufb1	102631912	-0.585189153857835
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Ndufa5	68202	-0.598728832766811
GO:0010257	NADH dehydrogenase complex assembly	-2.94964248241034	1e-10	4.33083333333333e-08	Nubpl	76826	-0.924732863752038
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Chchd2	14004	-0.228285672199866
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufb3	66495	-0.23116987375658
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Slc25a12	78830	-0.241333991201861
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox4i2	84682	-0.25463166300329
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Coq7	12850	-0.257554949612676
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufa7	66416	-0.267322243987959
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sdhc	66052	-0.273613069839089
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Etfrf1	67636	-0.283180431133411
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sdhaf2	66072	-0.293678177746564
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Immp2l	93757	-0.299764304820999
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Gpd1	14555	-0.30305423325699
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufv1	17995	-0.307346192107155
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufs8	225887	-0.31043911506236
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Etfdh	66841	-0.31438871389747
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sdhd	66925	-0.321493093400856
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox6a2	12862	-0.330283164778015
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufv3	78330	-0.346643417657936
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufa8	68375	-0.355936720577881
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Afg1l	215951	-0.359859120295771
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufs6	407785	-0.365848043032186
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcrq	22272	-0.37110492526613
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ppargc1a	19017	-0.386639501469098
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Coq9	67914	-0.386746838122296
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufb9	66218	-0.389758764481075
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cyc1	66445	-0.390533371144852
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox5b	12859	-0.391543633298244
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcrc1	22273	-0.3947133617254
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox4i1	12857	-0.39915018455778
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcr10	66152	-0.402859104092597
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufb6	230075	-0.405102626264601
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox5a	12858	-0.412599015127307
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sod2	20656	-0.417695616005297
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufb8	67264	-0.419329834135086
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sdha	66945	-0.424641771648936
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufs2	226646	-0.44042322829285
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufs1	227197	-0.445837652633236
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	ND4L	17720	-0.451307987275478
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufa10	67273	-0.462084916308589
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufc2	68197	-0.463601181785966
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcrh	66576	-0.464933711969473
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcrfs1	66694	-0.468101004226122
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufaf1	69702	-0.483730014122546
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufs4	17993	-0.488912179257536
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Sdhb	67680	-0.510217632319684
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Dld	13382	-0.520509114215725
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Uqcrb	67530	-0.527892817341973
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	ND2	17717	-0.533313344829745
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cox7c	12867	-0.545237990352468
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufa12	66414	-0.550378436184694
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	COX2	17709	-0.55900140229867
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufv2	72900	-0.575000006532041
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Ndufa5	68202	-0.598728832766811
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	COX3	17710	-0.626569640940178
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	ND4	17719	-0.635737253450456
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	COX1	17708	-0.666021637054026
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	CYTB	17711	-0.67518576476105
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Cycs	13063	-0.703601045612769
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	ND5	17721	-0.717479694736831
GO:0022900	electron transport chain	-3.07668755988669	1e-10	4.33083333333333e-08	Dnajc15	66148	-0.72854338331913
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Cox4i2	84682	-0.25463166300329
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Coq7	12850	-0.257554949612676
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufa7	66416	-0.267322243987959
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Sdhc	66052	-0.273613069839089
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Etfrf1	67636	-0.283180431133411
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Sdhaf2	66072	-0.293678177746564
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Immp2l	93757	-0.299764304820999
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Gpd1	14555	-0.30305423325699
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufv1	17995	-0.307346192107155
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufs8	225887	-0.31043911506236
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Sdhd	66925	-0.321493093400856
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Cox6a2	12862	-0.330283164778015
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufv3	78330	-0.346643417657936
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufa8	68375	-0.355936720577881
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Afg1l	215951	-0.359859120295771
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Ndufs6	407785	-0.365848043032186
GO:0022904	respiratory electron transport chain	-3.11988397354067	1e-10	4.33083333333333e-08	Uqcrq	22272	-0.37110492526613
